customer_id,first_name,last_name,email,phone,city,state,loyalty_tier,created_at
C00058,Lakshmi,Das,lakshmi.das58@example.com,9590941149,Ahmedabad,Gujarat,Platinum,2024-02-23 03:46:00
C00059,Ravi,Bose,ravi.bose59@example.com,9766964667,Chandigarh,Chandigarh,Platinum,2024-02-23 16:19:00
C00060,Rohan,Nair,rohan.nair60@example.com,9643189555,Kolkata,West Bengal,Bronze,2024-09-11 11:22:00
C00061,Nisha,Patel,nisha.patel61@example.com,9362298393,Jaipur,Rajasthan,Bronze,2024-11-15 09:49:00
C00062,Tanvi,Mishra,tanvi.mishra62@example.com,9855420240,Bhubaneswar,Odisha,Silver,2025-08-11 01:05:00
C00063,Lakshmi,Saxena,lakshmi.saxena63@example.com,9108399996,Ranchi,Jharkhand,Bronze,2025-04-28 09:33:00
C00064,Sneha,Singh,sneha.singh64@example.com,9383968123,Mumbai,Maharashtra,Gold,2025-06-24 22:40:00
C00065,Rohan,Singh,rohan.singh65@example.com,9392431670,Bhubaneswar,Odisha,Silver,2025-06-06 21:10:00
C00066,Vikram,Nair,vikram.nair66@example.com,9838194420,Kolkata,West Bengal,Silver,2024-07-02 04:39:00
C00067,Nisha,Sharma,nisha.sharma67@example.com,9199104722,Coimbatore,Tamil Nadu,Gold,2024-02-02 10:28:00
C00068,Ravi,Mehta,ravi.mehta68@example.com,9927982963,Pune,Maharashtra,Silver,2024-07-10 02:00:00
C00069,Neha,Bose,neha.bose69@example.com,9692362342,Coimbatore,Tamil Nadu,Silver,2024-03-22 19:08:00
C00070,Amit,Singh,amit.singh70@example.com,9685823118,Hyderabad,Telangana,Gold,2025-02-28 12:05:00
C00071,Rohan,Singh,rohan.singh71@example.com,9561479973,Pune,Maharashtra,Bronze,2024-09-22 20:44:00
C00072,Nisha,Sharma,nisha.sharma72@example.com,9484194737,Noida,Uttar Pradesh,Gold,2025-04-30 23:30:00
C00073,Sneha,Joshi,sneha.joshi73@example.com,9937643439,Ranchi,Jharkhand,Gold,2024-10-23 05:57:00
C00074,Manoj,Singh,manoj.singh74@example.com,9354194771,Delhi,Delhi,Platinum,2025-08-13 17:15:00
C00075,Neha,Malhotra,neha.malhotra75@example.com,9126614158,Delhi,Delhi,Gold,2024-08-30 05:21:00
C00076,Harish,Malhotra,harish.malhotra76@example.com,9961393416,Lucknow,Uttar Pradesh,Bronze,2025-07-27 16:22:00
C00077,Diya,Reddy,diya.reddy77@example.com,9510751046,Hyderabad,Telangana,Gold,2024-06-11 07:18:00
C00078,Kiran,Bose,kiran.bose78@example.com,9475442872,Bhubaneswar,Odisha,Gold,2024-06-15 01:31:00
C00079,Anjali,Kumar,anjali.kumar79@example.com,9808705238,Noida,Uttar Pradesh,Silver,2024-07-22 04:56:00
C00080,Mohan,Patel,mohan.patel80@example.com,9930353157,Kolkata,West Bengal,Silver,2025-01-06 06:30:00
C00081,Asha,Mishra,asha.mishra81@example.com,9455569462,Chennai,Tamil Nadu,Bronze,2024-07-09 13:03:00
C00082,Neha,Agarwal,neha.agarwal82@example.com,9385042337,Hyderabad,Telangana,Bronze,2024-11-12 18:33:00
C00083,Pooja,Mehta,pooja.mehta83@example.com,9568574364,Visakhapatnam,Andhra Pradesh,Platinum,2024-03-25 13:03:00
C00084,Asha,Agarwal,asha.agarwal84@example.com,9304095531,Kolkata,West Bengal,Bronze,2024-11-13 20:39:00
C00085,Ravi,Saxena,ravi.saxena85@example.com,9965984448,Ranchi,Jharkhand,Gold,2025-06-24 14:31:00
C00086,Varun,Nair,varun.nair86@example.com,9491079829,Coimbatore,Tamil Nadu,Bronze,2025-04-29 00:23:00
C00087,Yash,Mehta,yash.mehta87@example.com,9769108025,Ahmedabad,Gujarat,Gold,2024-04-01 01:59:00
C00088,Varun,Das,varun.das88@example.com,9644518647,Bhubaneswar,Odisha,Gold,2024-08-25 20:27:00
C00089,Asha,Das,asha.das89@example.com,9695295870,Pune,Maharashtra,Bronze,2025-04-29 12:29:00
C00090,Asha,Verma,asha.verma90@example.com,9760904107,Chandigarh,Chandigarh,Bronze,2025-02-03 07:53:00
C00091,Tanvi,Kumar,tanvi.kumar91@example.com,9426283245,Bhubaneswar,Odisha,Bronze,2025-07-26 12:07:00
C00092,Isha,Pillai,isha.pillai92@example.com,9802984810,Ahmedabad,Gujarat,Silver,2024-11-18 07:18:00
C00093,Aarav,Nair,aarav.nair93@example.com,9648868899,Indore,Madhya Pradesh,Gold,2025-08-02 23:32:00
C00094,Varun,Verma,,9807435606,Bengaluru,Karnataka,Bronze,2025-04-28 17:41:00
C00095,Lakshmi,Pillai,lakshmi.pillai95@example.com,9459905654,Bengaluru,Karnataka,Gold,2025-07-01 07:05:00
C00096,Anjali,Das,anjali.das96@example.com,9341206079,Noida,Uttar Pradesh,Bronze,2024-02-03 23:38:00
C00097,Anjali,Chopra,anjali.chopra97@example.com,9756350429,Bengaluru,Karnataka,Silver,2025-04-03 21:56:00
C00098,Isha,Nair,isha.nair98@example.com,9871318048,Kochi,Kerala,Silver,2024-06-26 23:56:00
C00099,Arjun,Kumar,arjun.kumar99@example.com,9906341966,Mumbai,Maharashtra,Gold,2024-06-08 16:31:00
C00100,Neha,Saxena,neha.saxena100@example.com,9598806645,Hyderabad,Telangana,Silver,2025-09-10 01:45:00
C00101,Sneha,Bose,sneha.bose101@example.com,9243171768,Nagpur,Maharashtra,Gold,2025-02-11 07:55:00
C00102,Manoj,Mehta,manoj.mehta102@example.com,9910943524,Nagpur,Maharashtra,Silver,2025-06-08 02:13:00
C00103,Nisha,Saxena,nisha.saxena103@example.com,9558209399,Ranchi,Jharkhand,Silver,2024-04-26 05:29:00
C00104,Varun,Chopra,varun.chopra104@example.com,9583258726,Kolkata,West Bengal,Gold,2025-09-03 21:40:00
C00105,Lakshmi,Gupta,lakshmi.gupta105@example.com,9922286180,Patna,Bihar,Silver,2024-06-23 13:07:00
C00106,Rahul,Bose,rahul.bose106@example.com,9183197117,Bhubaneswar,Odisha,Bronze,2024-09-01 21:21:00
C00107,Vikram,Mishra,vikram.mishra107@example.com,9186519602,Pune,Maharashtra,Bronze,2024-10-06 06:01:00
C00108,Diya,Singh,diya.singh108@example.com,9858511779,Noida,Uttar Pradesh,Bronze,2024-10-24 03:18:00
C00109,Vikram,Mishra,vikram.mishra109@example.com,9600282414,Coimbatore,Tamil Nadu,Bronze,2025-08-29 19:49:00
C00110,Nikhil,Kapoor,nikhil.kapoor110@example.com,9926561919,Chandigarh,Chandigarh,Platinum,2024-01-15 13:20:00
C00111,Mohan,Agarwal,mohan.agarwal111@example.com,9508431021,Indore,Madhya Pradesh,Bronze,2024-09-13 11:25:00
C00112,Meera,Kapoor,meera.kapoor112@example.com,9997356828,Coimbatore,Tamil Nadu,Silver,2025-06-19 06:39:00
C00113,Rohan,Pillai,rohan.pillai113@example.com,9336801619,Indore,Madhya Pradesh,Bronze,2024-11-13 16:47:00
C00114,Sanjay,Kumar,sanjay.kumar114@example.com,9517532243,Ahmedabad,Gujarat,Gold,2025-08-04 12:32:00
C00115,Asha,Verma,asha.verma115@example.com,9601856351,Pune,Maharashtra,Platinum,2025-01-24 06:29:00
C00116,Ravi,Kapoor,ravi.kapoor116@example.com,9735540030,Chandigarh,Chandigarh,Gold,2024-03-02 11:05:00
C00117,Lakshmi,Malhotra,lakshmi.malhotra117@example.com,9245706210,Nagpur,Maharashtra,Bronze,2024-07-08 18:33:00
C00118,Asha,Mehta,asha.mehta118@example.com,9327268503,Nagpur,Maharashtra,Bronze,2025-07-08 15:27:00
C00119,Nisha,Kapoor,nisha.kapoor119@example.com,9398775766,Coimbatore,Tamil Nadu,Bronze,2024-02-29 23:24:00
C00120,Sanjay,Kumar,sanjay.kumar120@example.com,9904258674,Ranchi,Jharkhand,Bronze,2024-09-12 04:00:00
C00121,Anjali,Patel,anjali.patel121@example.com,9938842599,Hyderabad,Telangana,Gold,2024-06-29 09:35:00
C00122,Kiran,Kumar,kiran.kumar122@example.com,9767154083,Pune,Maharashtra,Bronze,2024-12-11 04:04:00
C00123,Aarav,Reddy,aarav.reddy123@example.com,9705557720,Noida,Uttar Pradesh,Silver,2024-07-05 22:10:00
C00124,Sanya,Joshi,sanya.joshi124@example.com,9280162221,Visakhapatnam,Andhra Pradesh,Silver,2025-06-28 22:56:00
C00125,Diya,Reddy,diya.reddy125@example.com,9935147672,Delhi,Delhi,Platinum,2024-03-20 01:09:00
C00126,Isha,Kumar,isha.kumar126@example.com,9434961542,Chandigarh,Chandigarh,Gold,2024-09-30 14:57:00
C00127,Asha,Nair,asha.nair127@example.com,9181600593,Chandigarh,Chandigarh,Gold,2025-04-02 01:51:00
C00128,Anjali,Reddy,anjali.reddy128@example.com,9848605284,Bhubaneswar,Odisha,Gold,2025-03-13 12:57:00
C00129,Harish,Reddy,harish.reddy129@example.com,9954942461,Chandigarh,Chandigarh,Gold,2024-09-10 03:49:00
C00130,Rohan,Malhotra,rohan.malhotra130@example.com,9810303128,Jaipur,Rajasthan,,2025-04-16 20:38:00
C00131,Vikram,Kumar,vikram.kumar131@example.com,9551034639,Indore,Madhya Pradesh,Bronze,2024-09-21 01:41:00
C00132,Lakshmi,Bose,lakshmi.bose132@example.com,9859466878,Pune,Maharashtra,Silver,2025-06-18 16:00:00
C00133,Kavya,Gupta,kavya.gupta133@example.com,9761330848,Ranchi,Jharkhand,Gold,2024-12-04 20:15:00
C00134,Nikhil,Agarwal,nikhil.agarwal134@example.com,9388187517,Ahmedabad,Gujarat,Gold,2025-08-28 06:04:00
C00135,Yash,Patel,yash.patel135@example.com,9399496923,Nagpur,Maharashtra,Bronze,2024-12-04 17:22:00
C00136,Isha,Pillai,isha.pillai136@example.com,9817461907,Kochi,Kerala,Bronze,2024-12-26 06:37:00
C00137,Mohan,Mehta,mohan.mehta137@example.com,9295249057,Indore,Madhya Pradesh,Bronze,2025-08-04 07:07:00
C00138,Rahul,Mehta,rahul.mehta138@example.com,9400281010,Visakhapatnam,Andhra Pradesh,Gold,2024-07-20 12:08:00
C00139,Rohan,Kumar,rohan.kumar139@example.com,9654724287,Noida,Uttar Pradesh,Bronze,2025-06-08 16:13:00
C00140,Nikhil,Chopra,nikhil.chopra140@example.com,9696115913,Lucknow,Uttar Pradesh,Gold,2025-04-15 15:58:00
C00141,Diya,Chopra,diya.chopra141@example.com,9581223755,Chennai,Tamil Nadu,Bronze,2024-06-10 16:40:00
C00142,Asha,Iyer,asha.iyer142@example.com,9428786222,Chandigarh,Chandigarh,Silver,2025-02-07 08:38:00
C00143,Kavya,Joshi,kavya.joshi143@example.com,9556881239,Ranchi,Jharkhand,Bronze,2025-05-27 03:16:00
C00144,Divya,Gupta,divya.gupta144@example.com,9429233929,Kolkata,West Bengal,Bronze,2025-06-09 13:21:00
C00145,Kiran,Mehta,kiran.mehta145@example.com,9228370927,Ranchi,Jharkhand,Platinum,2025-05-17 21:28:00
C00146,Neha,Nair,neha.nair146@example.com,9332341238,Indore,Madhya Pradesh,Bronze,2025-03-05 15:46:00
C00147,Sanya,Saxena,sanya.saxena147@example.com,9740799178,Bhubaneswar,Odisha,Platinum,2025-08-29 15:14:00
C00148,Kiran,Das,kiran.das148@example.com,9344258191,Jaipur,Rajasthan,Bronze,2024-01-11 15:15:00
C00149,Diya,Mishra,diya.mishra149@example.com,9235917419,Kolkata,West Bengal,Bronze,2024-02-10 00:54:00
C00150,Rohan,Das,rohan.das150@example.com,9848846217,Pune,Maharashtra,Silver,2025-07-02 11:59:00
C00151,Sanjay,Reddy,sanjay.reddy151@example.com,9113169872,Chandigarh,Chandigarh,Bronze,2024-12-14 22:08:00
C00152,Divya,Mehta,divya.mehta152@example.com,9297958983,Hyderabad,Telangana,Bronze,2024-12-14 04:55:00
C00153,Sneha,Patel,sneha.patel153@example.com,9530256336,Indore,Madhya Pradesh,Bronze,2025-04-03 16:21:00
C00154,Aarav,Sharma,aarav.sharma154@example.com,9262915636,Pune,Maharashtra,Gold,2024-08-09 13:54:00
C00155,Amit,Iyer,amit.iyer155@example.com,9227186396,Ranchi,Jharkhand,Gold,2025-03-17 20:10:00
C00156,Manoj,Pillai,manoj.pillai156@example.com,9342329714,Patna,Bihar,Silver,2024-11-18 17:06:00
C00157,Meera,Agarwal,meera.agarwal157@example.com,9560452529,Bhubaneswar,Odisha,Silver,2024-02-14 04:36:00
C00158,Manoj,Reddy,manoj.reddy158@example.com,9918982730,Noida,Uttar Pradesh,Silver,2024-07-12 01:01:00
C00159,Aarav,Patel,aarav.patel159@example.com,9268638768,Lucknow,Uttar Pradesh,Bronze,2024-02-24 23:51:00
C00160,Neha,Kumar,neha.kumar160@example.com,9538642403,Nagpur,Maharashtra,Gold,2024-12-08 12:18:00
C00161,Meera,Sharma,meera.sharma161@example.com,9348545713,Bhubaneswar,Odisha,Gold,2025-05-27 05:35:00
C00162,Mohan,Bose,mohan.bose162@example.com,9176428684,Lucknow,Uttar Pradesh,Platinum,2025-07-28 00:17:00
C00163,Harish,Agarwal,harish.agarwal163@example.com,9809939880,Noida,Uttar Pradesh,Silver,2025-01-31 20:55:00
C00164,Anjali,Singh,anjali.singh164@example.com,9385220694,Pune,Maharashtra,Bronze,2024-05-01 03:42:00
C00165,Harish,Das,harish.das165@example.com,9738923667,Chandigarh,Chandigarh,Platinum,2024-11-16 02:45:00
C00166,Sneha,Bose,sneha.bose166@example.com,9839462365,Bhubaneswar,Odisha,Gold,2024-07-17 13:50:00
C00167,Kavya,Mishra,kavya.mishra167@example.com,9630208579,Nagpur,Maharashtra,Bronze,2024-01-30 08:37:00
C00168,Nisha,Malhotra,nisha.malhotra168@example.com,9888699799,Ahmedabad,Gujarat,Silver,2024-01-20 04:01:00
C00169,Amit,Iyer,amit.iyer169@example.com,9824022357,Chandigarh,Chandigarh,Silver,2024-01-16 10:33:00
C00170,Sanya,Gupta,sanya.gupta170@example.com,9718740490,Hyderabad,Telangana,Gold,2024-05-07 21:40:00
C00171,Sanjay,Saxena,sanjay.saxena171@example.com,9799552991,Nagpur,Maharashtra,Platinum,2024-05-12 11:45:00
C00172,Isha,Malhotra,isha.malhotra172@example.com,9781594897,Indore,Madhya Pradesh,Platinum,2024-12-08 14:01:00
C00173,Pooja,Malhotra,pooja.malhotra173@example.com,9457887167,Ahmedabad,Gujarat,Gold,2025-09-16 21:58:00
C00174,Neha,Mehta,neha.mehta174@example.com,9542000551,Indore,Madhya Pradesh,Bronze,2024-10-18 22:24:00
C00175,Tanvi,Mishra,tanvi.mishra175@example.com,9139403247,Nagpur,Maharashtra,Bronze,2024-07-03 02:59:00
C00176,Vikram,Reddy,vikram.reddy176@example.com,9929517022,Kochi,Kerala,Gold,2025-08-24 00:38:00
C00177,Ravi,Mishra,ravi.mishra177@example.com,9596043327,Coimbatore,Tamil Nadu,Bronze,2025-01-12 20:23:00
C00178,Pooja,Pillai,pooja.pillai178@example.com,9912224654,Indore,Madhya Pradesh,Silver,2025-07-07 17:47:00
C00179,Priya,Nair,priya.nair179@example.com,9386749454,Ranchi,Jharkhand,Bronze,2024-07-29 01:40:00
C00180,Divya,Chopra,divya.chopra180@example.com,9230380269,Chennai,Tamil Nadu,Platinum,2025-03-19 16:48:00
C00181,Harish,Iyer,harish.iyer181@example.com,9862123506,Delhi,Delhi,Bronze,2024-01-11 06:58:00
C00182,Rohan,Malhotra,rohan.malhotra182@example.com,9200082623,Lucknow,Uttar Pradesh,Platinum,2024-03-23 22:52:00
C00183,Divya,Reddy,divya.reddy183@example.com,9795472980,Pune,Maharashtra,Silver,2025-06-06 03:33:00
C00184,Meera,Saxena,meera.saxena184@example.com,9857429971,Kolkata,West Bengal,Silver,2024-12-17 16:17:00
C00185,Sanjay,Iyer,sanjay.iyer185@example.com,9590470737,Ranchi,Jharkhand,Bronze,2024-05-19 03:09:00
C00186,Yash,Pillai,yash.pillai186@example.com,9645719501,Pune,Maharashtra,Gold,2024-07-20 11:46:00
C00187,Sanya,Malhotra,sanya.malhotra187@example.com,9464938258,Patna,Bihar,Bronze,2024-01-03 04:49:00
C00188,Meera,Das,meera.das188@example.com,9999232921,Chandigarh,Chandigarh,Silver,2025-04-25 21:18:00
C00189,Sanjay,Singh,sanjay.singh189@example.com,9579476614,Ranchi,Jharkhand,Silver,2024-08-30 09:48:00
C00190,Rohan,Mishra,rohan.mishra190@example.com,9505026213,Nagpur,Maharashtra,Platinum,2024-05-17 16:56:00
C00191,Diya,Iyer,diya.iyer191@example.com,9713963047,Kochi,Kerala,Bronze,2025-07-19 01:37:00
C00192,Nikhil,Sharma,nikhil.sharma192@example.com,9441639230,Indore,Madhya Pradesh,Gold,2025-08-14 04:23:00
C00193,Asha,Kapoor,asha.kapoor193@example.com,9812630453,Pune,Maharashtra,Silver,2024-01-28 06:57:00
C00194,Arjun,Saxena,arjun.saxena194@example.com,9733701411,Ahmedabad,Gujarat,Gold,2025-09-07 16:08:00
C00195,Divya,Reddy,divya.reddy195@example.com,9664735673,Nagpur,Maharashtra,Bronze,2024-04-15 07:17:00
C00196,Nikhil,Singh,nikhil.singh196@example.com,9180346223,Indore,Madhya Pradesh,Gold,2024-07-12 07:36:00
C00197,Vikram,Pillai,vikram.pillai197@example.com,9843785903,Kochi,Kerala,Silver,2025-09-12 13:40:00
C00198,Vikram,Mishra,vikram.mishra198@example.com,9508031980,Ahmedabad,Gujarat,Silver,2025-07-07 07:30:00
C00199,Sanjay,Mishra,sanjay.mishra199@example.com,9138546365,Visakhapatnam,Andhra Pradesh,Bronze,2025-04-04 22:20:00
C00200,Aarav,Das,aarav.das200@example.com,9344261532,Bengaluru,Karnataka,Silver,2024-03-13 00:25:00
C00201,Sanya,Reddy,,9576396216,Delhi,Delhi,Gold,2024-01-22 09:53:00
C00202,Priya,Mehta,priya.mehta202@example.com,9954852540,Hyderabad,Telangana,Bronze,2024-09-30 06:49:00
C00203,Nikhil,Singh,nikhil.singh203@example.com,9362204999,Patna,Bihar,Silver,2025-05-11 19:19:00
C00204,Harish,Verma,harish.verma204@example.com,9282518553,Delhi,Delhi,Bronze,2024-10-05 21:26:00
C00205,Manoj,Iyer,manoj.iyer205@example.com,9634366139,Chandigarh,Chandigarh,Bronze,2024-12-02 03:10:00
C00206,Lakshmi,Gupta,lakshmi.gupta206@example.com,9593460064,Kolkata,West Bengal,Gold,2025-08-09 05:58:00
C00207,Divya,Das,divya.das207@example.com,9827579147,Ranchi,Jharkhand,Bronze,2024-11-17 23:47:00
C00208,Pooja,Agarwal,pooja.agarwal208@example.com,9421214426,Coimbatore,Tamil Nadu,Gold,2024-11-28 23:47:00
C00209,Mohan,Das,mohan.das209@example.com,9313907621,Kochi,Kerala,Gold,2024-03-18 23:54:00
C00210,Anjali,Kapoor,anjali.kapoor210@example.com,9714097318,Jaipur,Rajasthan,Silver,2025-05-24 12:47:00
C00211,Meera,Kumar,meera.kumar211@example.com,9991246046,Kochi,Kerala,Bronze,2025-02-16 10:19:00
C00212,Mohan,Sharma,mohan.sharma212@example.com,9751124015,Indore,Madhya Pradesh,Gold,2024-07-27 17:36:00
C00213,Sanya,Iyer,sanya.iyer213@example.com,9751831074,Jaipur,Rajasthan,Bronze,2024-05-18 18:47:00
C00214,Manoj,Gupta,manoj.gupta214@example.com,9827744047,Pune,Maharashtra,Silver,2025-04-02 05:37:00
C00215,Lakshmi,Sharma,lakshmi.sharma215@example.com,9431714152,Nagpur,Maharashtra,Bronze,2024-09-23 00:24:00
C00216,Varun,Singh,varun.singh216@example.com,9196779973,Bhubaneswar,Odisha,Bronze,2024-10-29 21:26:00
C00217,Neha,Nair,neha.nair217@example.com,9241905500,Ranchi,Jharkhand,Gold,2024-09-23 17:49:00
C00218,Kavya,Saxena,kavya.saxena218@example.com,9392624015,Delhi,Delhi,Bronze,2025-08-23 20:29:00
C00219,Sanjay,Das,sanjay.das219@example.com,9901611993,Ahmedabad,Gujarat,Gold,2024-12-07 08:41:00
C00220,Amit,Singh,amit.singh220@example.com,9909763993,Lucknow,Uttar Pradesh,Gold,2025-06-11 16:36:00
C00221,Aarav,Kapoor,aarav.kapoor221@example.com,9963919401,Ranchi,Jharkhand,Silver,2025-07-30 02:10:00
C00222,Asha,Kumar,asha.kumar222@example.com,9383960237,Ranchi,Jharkhand,Bronze,2024-09-25 17:30:00
C00223,Aarav,Gupta,aarav.gupta223@example.com,9727666622,Kochi,Kerala,Gold,2024-09-27 19:58:00
C00224,Sneha,Iyer,sneha.iyer224@example.com,9606244434,Chennai,Tamil Nadu,Silver,2025-02-13 03:18:00
C00225,Vikram,Pillai,vikram.pillai225@example.com,9337691219,Bengaluru,Karnataka,Silver,2024-12-04 09:39:00
C00226,Yash,Das,yash.das226@example.com,9797115550,Coimbatore,Tamil Nadu,Bronze,2024-02-03 08:29:00
